CustomerID,ProdTaken,Age,Company Invited,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,insurance,TypeofContact
202589,0,31,Self Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,1,2,Executive,21882,0,Self Enquiry
202590,0,31,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398,0,Self Enquiry
202591,0,42,Company Invited,1,17,Salaried,Male,4,5,Super Deluxe,5,Married,,0,2,1,1,AVP,35859,1,Company Invited
202592,0,42,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Divorced,4,0,2,0,3,Executive,20916,0,Self Enquiry
202593,0,20,Self Enquiry,1,10,Small Business,Female,4,4,Basic,4,Single,3,0,3,1,3,Executive,20161,0,Self Enquiry
202594,0,41,Company Invited,1,33,Small Business,Female,3,4,Deluxe,4,Married,3,0,2,1,1,Manager,24283,0,Company Invited
202595,0,36,Self Enquiry,3,7,Small Business,Male,4,4,Standard,4,Divorced,3,0,4,1,3,Senior Manager,25973,1,Self Enquiry
202596,0,54,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Divorced,4,1,5,0,1,Manager,20984,0,Self Enquiry
202597,0,46,Self Enquiry,1,16,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026,0,Self Enquiry
202598,0,33,Company Invited,3,15,Small Business,Fe Male,3,4,Standard,3,Unmarried,3,0,4,1,2,Senior Manager,27676,1,Company Invited
202599,0,30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Divorced,3,0,3,0,2,Manager,22997,0,Company Invited
202600,0,52,Self Enquiry,1,14,Small Business,Male,3,5,Deluxe,3,Divorced,4,0,3,1,2,Manager,24810,0,Self Enquiry
202601,0,59,Self Enquiry,1,16,Small Business,Female,4,5,Basic,4,Divorced,6,1,2,1,1,Executive,22024,0,Self Enquiry
202602,0,41,Self Enquiry,3,11,Small Business,Male,4,5,Standard,3,Divorced,2,0,2,1,1,Senior Manager,29533,1,Self Enquiry
202603,0,35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Divorced,8,0,5,1,3,Executive,20909,0,Company Invited
202604,0,23,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Divorced,3,0,2,0,2,Executive,21001,0,Self Enquiry
202605,0,28,Company Invited,1,16,Small Business,Male,3,4,Basic,4,Married,8,0,3,0,1,Executive,20702,0,Company Invited
202606,0,29,Self Enquiry,1,28,Small Business,Male,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,21391,0,Self Enquiry
202607,0,58,Self Enquiry,1,31,Salaried,Male,3,3,Standard,3,Married,5,1,4,1,2,Senior Manager,28117,1,Self Enquiry
202608,0,28,Company Invited,1,10,Small Business,Male,4,5,Basic,3,Married,3,1,2,0,3,Executive,21244,0,Company Invited
202609,0,51,Self Enquiry,1,18,Salaried,Female,3,4,King,,Single,5,0,5,1,1,VP,38604,1,Self Enquiry
202610,0,42,Self Enquiry,1,21,Salaried,Male,3,4,Basic,3,Married,6,0,4,1,2,Executive,21129,0,Self Enquiry
202611,0,31,Self Enquiry,3,12,Salaried,Female,3,4,Standard,3,Divorced,4,0,4,1,2,Senior Manager,28097,1,Self Enquiry
202612,0,39,Self Enquiry,3,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,6,0,2,1,2,Manager,27364,0,Self Enquiry
202613,0,33,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,2,0,2,Executive,21716,0,Self Enquiry
202614,0,28,Self Enquiry,1,24,Large Business,Male,3,4,Basic,4,Divorced,2,1,4,1,1,Executive,21736,0,Self Enquiry
202615,1,20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,2,Executive,21003,1,Company Invited
202616,0,37,Company Invited,1,10,Small Business,Male,2,4,Basic,4,Single,6,0,4,1,1,Executive,20766,0,Company Invited
202617,0,31,Company Invited,1,16,Small Business,Male,4,4,Deluxe,5,Married,3,0,2,0,2,Manager,21750,0,Company Invited
202618,0,46,Self Enquiry,3,11,Salaried,Female,2,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684,0,Self Enquiry
202619,0,57,Self Enquiry,1,15,Salaried,Female,4,4,Basic,5,Married,6,1,4,1,2,Executive,22935,0,Self Enquiry
202620,0,34,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,0,2,Executive,21178,0,Self Enquiry
202621,1,20,Self Enquiry,1,,Salaried,Male,3,5,Basic,3,Single,3,0,5,0,1,Executive,19780,1,Self Enquiry
202622,0,47,Self Enquiry,3,7,Small Business,Female,4,4,Standard,5,Married,3,0,2,1,2,Senior Manager,29131,1,Self Enquiry
202623,0,39,Self Enquiry,1,16,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20966,0,Self Enquiry
202624,0,32,Self Enquiry,1,19,Small Business,Female,4,4,Basic,3,Divorced,2,1,4,1,3,Executive,22607,0,Self Enquiry
202625,0,35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,1,1,Executive,20989,0,Self Enquiry
202626,1,42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,3,Executive,21818,1,Self Enquiry
202627,0,51,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Divorced,4,0,3,0,1,Executive,22368,0,Self Enquiry
202628,0,54,Self Enquiry,1,20,Small Business,Female,3,3,Deluxe,5,Married,3,0,2,1,2,Manager,23128,0,Self Enquiry
202629,0,34,Self Enquiry,1,21,Small Business,Female,4,4,Basic,4,Divorced,3,0,5,0,1,Executive,21434,0,Self Enquiry
202630,0,41,Self Enquiry,1,11,Small Business,Female,3,4,King,3,Divorced,,0,5,0,2,VP,37711,1,Self Enquiry
202631,0,56,Self Enquiry,1,21,Small Business,Male,4,3,King,4,Single,,0,2,0,3,VP,37400,1,Self Enquiry
202632,0,35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225,0,Company Invited
202633,0,52,Self Enquiry,1,10,Small Business,Female,4,4,Super Deluxe,4,Single,5,0,5,0,2,AVP,32412,1,Self Enquiry
202634,0,53,Self Enquiry,1,7,Salaried,Male,4,5,King,,Divorced,2,0,2,1,2,VP,38677,1,Self Enquiry
202635,0,28,Self Enquiry,1,16,Small Business,Female,3,4,Basic,4,Single,3,0,3,1,1,Executive,20957,0,Self Enquiry
202636,1,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,4,1,2,Manager,24594,1,Self Enquiry
202637,0,44,Company Invited,1,14,Small Business,Male,3,3,Basic,3,Married,6,0,4,0,2,Executive,20767,0,Company Invited
202638,0,46,Company Invited,1,9,Small Business,Male,4,5,Super Deluxe,3,Divorced,2,0,4,1,,AVP,35470,1,Company Invited
202639,0,38,Self Enquiry,1,28,Salaried,Male,4,3,Basic,5,Divorced,3,1,3,0,3,Executive,22242,0,Self Enquiry
202640,0,36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,2,1,1,Manager,23103,0,Company Invited
202641,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943,0,Company Invited
202642,0,39,Self Enquiry,1,9,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,2,0,2,Manager,25231,0,Self Enquiry
202643,0,39,Self Enquiry,1,36,Large Business,Male,3,4,Deluxe,3,Divorced,5,0,2,0,2,Manager,24939,0,Self Enquiry
202644,0,28,Company Invited,1,7,Large Business,Male,3,5,Deluxe,5,Divorced,7,0,3,0,2,Manager,22976,0,Company Invited
202645,0,50,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,2,0,2,Manager,25482,0,Company Invited
202646,0,35,Company Invited,1,17,Small Business,Male,3,4,Basic,3,Married,3,1,3,1,1,Executive,22493,0,Company Invited
202647,0,41,Self Enquiry,1,26,Small Business,Male,3,4,Deluxe,3,Divorced,2,1,2,1,2,Manager,21419,0,Self Enquiry
202648,1,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351,1,Self Enquiry
202649,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,2,Senior Manager,26317,1,Self Enquiry
202650,0,23,Self Enquiry,1,12,Salaried,Male,3,3,Basic,4,Married,3,1,4,0,1,Executive,21006,0,Self Enquiry
202651,0,37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,1,3,Executive,20831,0,Company Invited
202652,0,41,Company Invited,1,16,Salaried,Male,4,5,Deluxe,3,Divorced,2,0,5,1,1,Manager,23554,0,Company Invited
202653,0,47,Self Enquiry,1,7,Small Business,Male,4,4,Standard,5,Married,2,0,2,0,1,Senior Manager,28074,1,Self Enquiry
202654,1,33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Divorced,3,0,2,1,2,Senior Manager,29078,1,Self Enquiry
202655,0,31,Company Invited,1,7,Salaried,Male,3,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152,1,Company Invited
202656,0,28,Company Invited,3,27,Salaried,Fe Male,3,4,Deluxe,3,Single,3,0,2,1,2,Manager,28659,0,Company Invited
202657,0,52,Self Enquiry,1,15,Salaried,Male,3,5,Standard,4,Divorced,7,0,3,1,2,Senior Manager,31168,1,Self Enquiry
202658,1,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,1,2,Executive,21335,1,Self Enquiry
202659,0,42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,2,0,2,Senior Manager,32269,1,Self Enquiry
202660,1,31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,2,0,2,Manager,25374,1,Company Invited
202661,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736,1,Self Enquiry
202662,0,46,Company Invited,3,13,Small Business,Fe Male,3,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543,1,Company Invited
202663,0,55,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,5,Divorced,4,0,4,1,2,Manager,24618,0,Self Enquiry
202664,0,37,Self Enquiry,1,12,Salaried,Male,4,4,Deluxe,4,Unmarried,2,0,2,0,3,Manager,24592,0,Self Enquiry
202665,0,34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Divorced,8,0,4,0,1,Executive,21300,0,Self Enquiry
202666,0,38,Company Invited,1,18,Salaried,Male,3,4,Standard,3,Married,3,1,3,0,2,Senior Manager,30863,1,Company Invited
202667,0,39,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,2,0,2,1,2,Senior Manager,29287,1,Self Enquiry
202668,0,32,Company Invited,1,7,Small Business,Male,3,6,Deluxe,3,Divorced,2,0,3,1,1,Manager,23023,0,Company Invited
202669,0,60,Self Enquiry,1,10,Salaried,Male,4,5,Basic,3,Divorced,5,0,3,0,2,Executive,20855,0,Self Enquiry
202670,0,38,Company Invited,3,11,Small Business,Male,3,4,Basic,3,Married,6,0,4,1,1,Executive,20855,0,Company Invited
202671,0,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596,1,Company Invited
202672,0,36,Company Invited,3,7,Small Business,Fe Male,4,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,27467,1,Company Invited
202673,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,2,Executive,21067,1,Self Enquiry
202674,0,53,Self Enquiry,1,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,3,0,1,Executive,21890,0,Self Enquiry
202675,0,43,Self Enquiry,1,11,Large Business,Male,3,4,King,3,Divorced,,0,2,0,2,VP,37910,1,Self Enquiry
202676,0,60,Self Enquiry,2,13,Small Business,Male,3,4,Basic,3,Divorced,2,0,4,1,1,Executive,20945,0,Self Enquiry
202677,0,51,Self Enquiry,3,7,Small Business,Female,4,4,King,3,Married,,0,2,1,2,VP,38195,1,Self Enquiry
202678,1,34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Divorced,7,1,2,0,2,Executive,21114,1,Self Enquiry
202679,0,44,Self Enquiry,3,23,Small Business,Female,4,4,Super Deluxe,3,Divorced,7,1,3,0,,AVP,34742,1,Self Enquiry
202680,1,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385,1,Self Enquiry
202681,0,53,Company Invited,3,9,Salaried,Male,4,5,King,3,Single,,1,2,1,3,VP,37746,1,Company Invited
202682,0,33,Self Enquiry,3,11,Salaried,Female,3,4,Basic,4,Divorced,4,0,3,1,1,Executive,22609,0,Self Enquiry
202683,1,33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,1,1,Executive,22408,1,Self Enquiry
202684,0,40,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,2,0,3,0,2,Executive,20910,0,Self Enquiry
202685,0,33,Company Invited,3,33,Small Business,Male,4,4,Deluxe,3,Divorced,2,0,4,1,3,Manager,23143,0,Company Invited
202686,0,42,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,2,1,1,Manager,21750,0,Self Enquiry
202687,0,41,Self Enquiry,1,31,Large Business,Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997,0,Self Enquiry
202688,0,46,Self Enquiry,1,7,Salaried,Male,4,3,King,3,Divorced,,0,4,1,3,VP,37880,1,Self Enquiry
202689,0,32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,3,Senior Manager,32353,1,Company Invited
202690,0,34,Self Enquiry,1,12,Salaried,Female,4,5,Basic,3,Divorced,3,0,2,0,3,Executive,21589,0,Self Enquiry
202691,0,35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Divorced,8,0,4,0,2,Manager,24635,0,Self Enquiry
202692,0,38,Self Enquiry,1,7,Small Business,Female,3,5,Basic,5,Divorced,4,0,4,1,2,Executive,22598,0,Self Enquiry
202693,0,46,Company Invited,1,14,Salaried,Male,4,3,Deluxe,3,Divorced,6,0,2,0,3,Manager,25112,0,Company Invited
202694,1,38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,1,3,Senior Manager,28726,1,Company Invited
202695,0,40,Company Invited,1,9,Large Business,Female,4,4,Standard,3,Single,2,0,2,1,2,Senior Manager,29616,1,Company Invited
202696,0,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,0,1,Executive,21018,0,Self Enquiry
202697,0,43,Self Enquiry,1,24,Salaried,Fe Male,3,3,Deluxe,5,Unmarried,5,1,2,0,1,Manager,25223,0,Self Enquiry
202698,0,30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,2,1,2,Manager,25609,0,Self Enquiry
202699,0,26,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,23576,0,Self Enquiry
202700,0,43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,1,Executive,21271,0,Self Enquiry
202701,0,41,Self Enquiry,1,9,Small Business,Male,3,4,King,3,Married,,0,5,0,1,VP,38114,1,Self Enquiry
202702,0,52,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Divorced,3,0,4,1,1,Executive,21401,0,Self Enquiry
202703,1,32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,1,3,Executive,22157,1,Company Invited
202704,0,33,Company Invited,1,14,Salaried,Male,4,3,Basic,4,Divorced,3,0,2,0,2,Executive,21472,0,Company Invited
202705,0,39,Company Invited,3,9,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,1,2,Manager,23927,0,Company Invited
202706,0,33,Self Enquiry,1,9,Large Business,Male,3,5,Deluxe,5,Single,6,0,4,0,2,Manager,20854,0,Self Enquiry
202707,0,47,Self Enquiry,3,9,Large Business,Female,4,6,Super Deluxe,4,Divorced,5,1,5,1,,AVP,35550,1,Self Enquiry
202708,1,29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,1,2,Executive,22163,1,Self Enquiry
202709,0,30,Self Enquiry,3,9,Small Business,Male,4,5,Deluxe,4,Divorced,4,0,4,0,2,Manager,25322,0,Self Enquiry
202710,0,32,Self Enquiry,1,30,Small Business,Male,4,5,Deluxe,3,Divorced,2,0,3,1,2,Manager,24260,0,Self Enquiry
202711,0,26,Company Invited,1,12,Salaried,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,22678,0,Company Invited
202712,0,46,Self Enquiry,1,27,Small Business,Male,4,4,Super Deluxe,3,Divorced,2,1,3,0,1,AVP,32174,1,Self Enquiry
202713,0,37,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Divorced,2,0,5,1,2,Executive,21888,0,Self Enquiry
202714,0,56,Self Enquiry,1,7,Small Business,Male,3,4,King,5,Single,,1,2,1,1,VP,37723,1,Self Enquiry
202715,1,48,Company Invited,1,36,Salaried,Male,3,4,Standard,4,Divorced,3,1,3,1,1,Senior Manager,30527,1,Company Invited
202716,0,29,Self Enquiry,1,16,Small Business,Male,4,4,Basic,3,Divorced,3,0,2,1,2,Executive,20748,0,Self Enquiry
202717,0,38,Self Enquiry,3,13,Small Business,Male,4,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,25180,0,Self Enquiry
202718,0,22,Self Enquiry,1,10,Small Business,Male,4,5,Basic,3,Unmarried,3,0,5,1,2,Executive,21908,0,Self Enquiry
202719,0,38,Company Invited,1,7,Small Business,Female,2,4,Standard,3,Married,4,1,3,0,1,Senior Manager,32281,1,Company Invited
202720,0,36,Self Enquiry,1,29,Salaried,Female,4,3,Standard,4,Married,2,0,5,1,2,Senior Manager,30674,1,Self Enquiry
202721,0,39,Self Enquiry,3,14,Small Business,Female,3,3,Deluxe,5,Married,3,1,3,0,1,Manager,24283,0,Self Enquiry
202722,0,27,Company Invited,1,7,Salaried,Female,3,4,Deluxe,4,Married,3,0,5,0,2,Manager,25075,0,Company Invited
202723,0,51,Self Enquiry,1,11,Salaried,Male,4,4,King,4,Married,,0,5,1,1,VP,37822,1,Self Enquiry
202724,0,54,Self Enquiry,1,10,Small Business,Male,3,4,Super Deluxe,3,Divorced,,1,5,0,1,AVP,36262,1,Self Enquiry
202725,0,43,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,0,3,1,1,Manager,23585,0,Self Enquiry
202726,0,30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,2,0,1,Manager,23232,0,Company Invited
202727,0,56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,2,1,2,Manager,24093,0,Self Enquiry
202728,0,27,Company Invited,1,18,Small Business,Male,3,4,Deluxe,5,Divorced,3,1,3,1,2,Manager,23419,0,Company Invited
202729,0,38,Self Enquiry,1,7,Salaried,Female,3,4,Basic,3,Single,3,0,2,1,2,Executive,20793,0,Self Enquiry
202730,1,45,Company Invited,1,31,Salaried,Male,3,4,Basic,3,Married,5,1,5,0,2,Executive,21839,1,Company Invited
202731,0,39,Self Enquiry,1,30,Salaried,Male,3,4,Deluxe,3,Married,2,0,3,0,1,Manager,24423,0,Self Enquiry
202732,1,27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,2,1,2,Executive,21051,1,Self Enquiry
202733,0,29,Self Enquiry,1,15,Salaried,Female,4,4,Basic,3,Unmarried,3,0,4,0,2,Executive,21988,0,Self Enquiry
202734,0,50,Company Invited,1,17,Salaried,Female,3,4,King,5,Single,,1,3,0,1,VP,37343,1,Company Invited
202735,0,37,Self Enquiry,1,10,Large Business,Male,2,4,Deluxe,4,Unmarried,6,0,2,1,1,Manager,23163,0,Self Enquiry
202736,0,32,Company Invited,3,12,Small Business,Female,3,4,Basic,4,Married,3,0,3,0,2,Executive,21467,0,Company Invited
202737,1,27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,2,1,2,Manager,24506,1,Self Enquiry
202738,0,38,Company Invited,1,16,Small Business,Male,3,4,Basic,3,Divorced,3,1,2,0,1,Executive,21004,0,Company Invited
202739,0,43,Company Invited,3,33,Small Business,Female,4,4,Super Deluxe,4,Divorced,7,0,3,1,3,AVP,32203,1,Company Invited
202740,1,19,Self Enquiry,1,10,Salaried,Male,3,4,Basic,3,Single,3,0,4,0,1,Executive,20098,1,Self Enquiry
202741,0,36,Self Enquiry,3,23,Small Business,Male,4,4,Standard,4,Divorced,2,0,2,1,3,Senior Manager,26698,1,Self Enquiry
202742,0,37,Company Invited,1,25,Salaried,Male,3,3,Basic,3,Divorced,6,0,5,0,1,Executive,22366,0,Company Invited
202743,0,52,Self Enquiry,1,9,Small Business,Male,3,6,Deluxe,4,Married,7,0,2,0,1,Manager,24160,0,Self Enquiry
202744,0,42,Self Enquiry,3,9,Salaried,Male,3,4,Super Deluxe,4,Single,3,0,3,1,,AVP,34693,1,Self Enquiry
202745,0,19,Self Enquiry,3,,Small Business,Female,4,5,Basic,3,Single,3,0,2,1,3,Executive,19878,0,Self Enquiry
202746,0,29,Self Enquiry,1,23,Small Business,Male,4,3,Deluxe,5,Unmarried,2,0,5,0,3,Manager,24339,0,Self Enquiry
202747,0,32,Self Enquiry,3,14,Large Business,Male,4,3,Deluxe,3,Divorced,6,0,2,1,1,Manager,25607,0,Self Enquiry
202748,0,40,Self Enquiry,1,7,Small Business,Male,3,3,Standard,3,Married,2,0,3,1,1,Senior Manager,28291,1,Self Enquiry
202749,0,37,Company Invited,1,31,Salaried,Female,3,4,Deluxe,4,Divorced,2,0,3,0,1,Manager,24352,0,Company Invited
202750,0,33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Divorced,3,0,3,1,3,Manager,24162,0,Self Enquiry
202751,0,39,Self Enquiry,1,32,Salaried,Female,3,5,Standard,4,Divorced,5,0,3,1,1,Senior Manager,30739,1,Self Enquiry
202752,0,59,Company Invited,1,7,Salaried,Male,3,6,Deluxe,3,Married,4,1,2,1,2,Manager,24338,0,Company Invited
202753,0,32,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Divorced,2,1,4,0,2,Executive,23499,0,Self Enquiry
202754,0,32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Divorced,5,0,3,0,2,Manager,25088,0,Self Enquiry
202755,0,46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,2,1,3,Senior Manager,23888,1,Company Invited
202756,0,32,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21373,0,Self Enquiry
202757,0,34,Company Invited,1,12,Salaried,Female,4,4,Standard,4,Divorced,8,0,3,1,3,Senior Manager,30556,1,Company Invited
202758,0,40,Self Enquiry,1,17,Small Business,Male,3,4,Super Deluxe,5,Divorced,,1,3,1,2,AVP,35746,1,Self Enquiry
202759,0,44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,2,Executive,21133,0,Company Invited
202760,0,50,Self Enquiry,1,7,Large Business,Female,3,5,Super Deluxe,3,Single,2,1,3,1,1,AVP,32642,1,Self Enquiry
202761,1,53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619,1,Self Enquiry
202762,0,28,Self Enquiry,1,12,Salaried,Female,3,4,Basic,4,Single,3,1,3,0,2,Executive,21156,0,Self Enquiry
202763,0,33,Self Enquiry,3,15,Large Business,Female,4,5,Deluxe,4,Divorced,3,1,2,1,1,Manager,23906,0,Self Enquiry
202764,0,28,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,3,1,4,1,3,Manager,23156,0,Self Enquiry
202765,0,32,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,3,Married,6,0,2,0,1,Manager,26225,0,Self Enquiry
202766,0,33,Self Enquiry,1,9,Small Business,Fe Male,4,3,Deluxe,3,Unmarried,2,0,3,1,3,Manager,23733,0,Self Enquiry
202767,1,29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Divorced,7,1,3,1,1,Executive,22142,1,Self Enquiry
202768,0,31,Self Enquiry,1,35,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,3,0,3,Manager,24453,0,Self Enquiry
202769,0,32,Company Invited,1,14,Salaried,Female,3,5,Standard,3,Divorced,3,0,2,1,2,Senior Manager,27621,1,Company Invited
202770,0,40,Company Invited,1,6,Small Business,Male,3,5,King,3,Divorced,,0,5,1,2,VP,37950,1,Company Invited
202771,1,40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Divorced,6,1,4,1,2,Manager,23916,1,Self Enquiry
202772,0,34,Company Invited,3,17,Small Business,Male,3,5,Deluxe,3,Unmarried,5,0,3,1,2,Manager,23360,0,Company Invited
202773,0,48,Self Enquiry,1,12,Salaried,Male,3,4,King,3,Divorced,,0,2,0,2,VP,36978,1,Self Enquiry
202774,0,44,Company Invited,1,17,Salaried,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23935,0,Company Invited
202775,0,28,Company Invited,3,7,Small Business,Male,4,4,Deluxe,4,Divorced,2,1,2,0,3,Manager,25027,0,Company Invited
202776,0,55,Company Invited,1,27,Salaried,Fe Male,3,4,Deluxe,3,Unmarried,5,0,4,1,1,Manager,23547,0,Company Invited
202777,0,44,Self Enquiry,1,14,Salaried,Female,3,4,Standard,5,Divorced,2,0,5,1,1,Senior Manager,28663,1,Self Enquiry
202778,0,46,Self Enquiry,1,15,Salaried,Male,4,4,Deluxe,3,Divorced,2,0,3,1,1,Manager,22375,0,Self Enquiry
202779,0,41,Self Enquiry,3,7,Small Business,Male,3,6,Deluxe,3,Divorced,4,1,3,1,1,Manager,26135,0,Self Enquiry
202780,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Divorced,3,1,3,1,2,Executive,20797,1,Self Enquiry
202781,0,30,Self Enquiry,1,16,Salaried,Male,2,5,Basic,3,Unmarried,2,0,2,1,1,Executive,22661,0,Self Enquiry
202782,0,31,Self Enquiry,3,12,Small Business,Female,2,5,Deluxe,3,Married,3,0,2,0,1,Manager,24796,0,Self Enquiry
202783,0,28,Self Enquiry,3,15,Small Business,Female,3,4,Deluxe,4,Divorced,3,0,2,0,1,Manager,24892,0,Self Enquiry
202784,0,38,Self Enquiry,1,12,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,0,1,Manager,25025,0,Self Enquiry
202785,0,39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,2,Senior Manager,30188,1,Self Enquiry
202786,0,32,Self Enquiry,1,14,Small Business,Fe Male,3,4,Standard,3,Unmarried,3,1,4,1,2,Senior Manager,25821,1,Self Enquiry
202787,0,30,Self Enquiry,3,17,Small Business,Female,3,5,Deluxe,4,Married,3,1,5,0,2,Manager,26946,0,Self Enquiry
202788,0,36,Self Enquiry,1,12,Large Business,Male,4,4,Standard,4,Unmarried,2,0,3,0,1,Senior Manager,26773,1,Self Enquiry
202789,0,24,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,2,1,2,Executive,21582,0,Self Enquiry
202790,0,42,Self Enquiry,1,13,Small Business,Male,4,5,Deluxe,4,Unmarried,8,1,3,1,1,Manager,24710,0,Self Enquiry
